Epoch	DiscrimLoss	Time
131	3.3440807	37.75637245178223
132	3.1965473	38.013938665390015
133	3.7399163	38.274107694625854
134	3.6683416	38.546573877334595
135	3.6418657	38.85872173309326
136	3.6648903	39.170063734054565
137	3.5026941	39.48580312728882
138	3.271305	39.766313314437866
139	3.5147123	40.0481231212616
140	3.2255564	40.38586211204529
141	3.6151175	40.68529558181763
142	3.5279446	41.0080029964447
143	3.4980817	41.27833318710327
144	3.5279598	41.547070026397705
145	3.4977584	41.84782814979553
146	3.525453	42.15300107002258
147	3.210206	42.43199920654297
148	3.4005108	42.69927620887756
149	3.5848312	42.978261947631836
150	3.6114035	43.24944186210632
151	3.131579	43.53730893135071
152	3.3952522	43.843507051467896
153	3.331747	44.23260164260864
154	3.4656534	44.546796798706055
155	3.5939312	44.84719157218933
156	3.367239	45.138481855392456
157	3.663721	45.57745862007141
158	3.434916	45.86433959007263
159	3.5855265	46.14390254020691
160	3.0919137	46.40512466430664
161	3.434286	46.668527364730835
162	3.3675103	46.92605948448181
163	3.3683329	47.18639802932739
164	3.136063	47.454153537750244
165	3.3620005	47.71962380409241
166	2.8041553	47.98755216598511
167	3.4375563	48.25121283531189
168	3.2316637	48.52708721160889
169	3.641449	48.79305458068848
170	3.8053646	49.060872316360474
171	3.4340286	49.36241841316223
172	3.5506697	49.635180711746216
173	3.2906456	49.92473125457764
174	3.2963	50.21492099761963
175	3.2950802	50.493953704833984
176	3.4403334	50.773802042007446
177	3.469777	51.0915687084198
178	3.5264997	51.4247887134552
179	3.1370745	51.67356753349304
180	3.4966474	51.9546377658844
181	2.8905916	52.23733949661255
182	3.3324976	52.511523723602295
183	3.424622	52.7760283946991
184	3.4342055	53.042377948760986
185	3.6904688	53.30824422836304
186	3.4979982	53.57688903808594
187	3.6110153	53.849132776260376
188	3.6126184	54.117252588272095
189	3.5265036	54.41185522079468
190	3.2952776	54.675065994262695
191	3.5546846	54.941974401474
192	3.3673496	55.2699511051178
193	3.5271611	55.584773540496826
194	3.4664288	55.89903450012207
195	3.5847502	56.15267252922058
196	3.297205	56.41474676132202
197	3.434598	56.68264317512512
198	3.637825	56.96218967437744
199	3.5005865	57.2283730506897
